0.000000000000000000e+00,7.117881537964625138e-02,1.434334938570579476e-01,2.167641302073224086e-01,2.911492341793842087e-01,3.665800390776640105e-01,4.431049038904794068e-01,5.209798398225203853e-01,6.017950780643439579e-01,6.870197272448805847e-01
2.956122048893330273e-02,9.277552847536454927e-02,1.659024280050526434e-01,2.406396332734860311e-01,3.165456167659403963e-01,3.935200235118036516e-01,4.715770460804056818e-01,5.509426519737480321e-01,6.330533234969429879e-01,7.207111334948805847e-01
6.289163435468021757e-02,1.195417368634146965e-01,1.918840822966202397e-01,2.674185711404551413e-01,3.445284351799058342e-01,4.228464446452833703e-01,5.023064939131648421e-01,5.831245754076086474e-01,6.665869766140576358e-01,7.569779579683860726e-01
1.014047231733428700e-01,1.518216103500460989e-01,2.217436606839576774e-01,2.972523470102629850e-01,3.751454797590741408e-01,4.545506068638393016e-01,5.352505512119080100e-01,6.174513538431677384e-01,7.024059414123156042e-01,1.343193480687111752e+00
1.467967536878881929e-01,1.902625279396957525e-01,2.560319841278265729e-01,3.303289946562014689e-01,4.084134783063615992e-01,4.885772325977775776e-01,5.703209349827736974e-01,6.538357942000679879e-01,1.399910304857336918e+00,1.397738059855395898e+00
2.006528629279284714e-01,2.357024198733501663e-01,2.952937250551970205e-01,3.668319749535980945e-01,4.442958476380531874e-01,5.248070947872185421e-01,6.073963805015042405e-01,1.455714634486607206e+00,1.449786452773194956e+00,1.445138303389460477e+00
2.634995738912073171e-01,2.888098296171389689e-01,3.397107568586835158e-01,4.068649955417799058e-01,4.826859183933424058e-01,5.630803078598116684e-01,1.504116840244079878e+00,1.499558442868060837e+00,1.493371999041634313e+00,1.487526745529648586e+00
3.338846242205696924e-01,3.497081306410131929e-01,3.890029243800950942e-01,4.503225954423039634e-01,5.234082144980104490e-01,1.543361213636694540e+00,1.542889044151543043e+00,1.538596964770962749e+00,1.532422462605541602e+00,1.526023912133637417e+00
4.084811951062694013e-01,4.176523907584433482e-01,4.431028662261015105e-01,1.565693920443517184e+00,1.575161951669254767e+00,1.579003944160034978e+00,1.578207928201426524e+00,1.574038487783870233e+00,1.567981601501843958e+00,1.561373503311820565e+00
4.795515640922214939e-01,4.901734346188373337e-01,1.587964075692692267e+00,1.601438913286102439e+00,1.609098067194778769e+00,1.611903220230007872e+00,1.610731041949728271e+00,1.606605292847437916e+00,1.600694928850446397e+00,1.594061620487189357e+00
